player,runs_scored,balls_faced_total,fours,sixes,balls_faced_legal,matches_played,innings_batted,dismissals,not_outs,batting_average,strike_rate,boundary_runs,boundary_percentage,dot_balls_x,dot_ball_percentage_x,highest_score,fifties,hundreds,runs_conceded,balls_bowled_total,wickets,balls_bowled_legal,matches_bowled,innings_bowled,overs_bowled,bowling_average,bowling_strike_rate,economy_rate,maidens,dot_balls_y,dot_ball_percentage_y,fours_conceded,sixes_conceded,no_balls,wides,best_bowling_wickets,best_bowling_runs,catches,stumpings,run_outs,total_fielding,image_id,image_url
S Anirudha,136,121,9,7,113,12,12,8,4,17,120.3539823,78,57.35294118,46,40.7079646,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,12,,
S Aravind,59,59,7,0,57,10,10,3,7,19.66666667,103.5087719,28,47.45762712,24,42.10526316,14,0,0,1057,788,48,761,38,38,126.5,22.02083333,15.85416667,8.333771353,1,290,38.10775296,105,38,0,27,4,0,5,0,0,5,,
S Badree,13,25,0,0,23,5,5,5,0,2.6,56.52173913,0,0,12,52.17391304,8,0,0,329,263,11,258,12,12,43,29.90909091,23.45454545,7.651162791,0,109,42.24806202,28,14,0,5,4,0,2,0,0,2,322047,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322047.png"
S Badrinath,1441,1245,154,28,1212,65,65,46,19,31.32608696,118.8943894,784,54.40666204,460,37.95379538,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,21,,
S Chanderpaul,25,33,4,0,31,3,3,3,0,8.333333333,80.64516129,16,64,18,58.06451613,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
S Dhawan,6769,5483,768,153,5326,221,221,187,34,36.19786096,127.0935036,3990,58.94519131,1979,37.15734134,106,51,2,72,49,4,48,6,6,8,18,12,9,0,17,35.41666667,7,3,0,1,1,0,100,0,2,102,316524,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316524.png"
S Dube,1502,1077,86,101,1024,61,61,49,12,30.65306122,146.6796875,950,63.24900133,351,34.27734375,95,9,0,190,117,6,112,14,14,18.4,31.66666667,18.66666667,10.17857143,0,23,20.53571429,13,8,0,5,3,1,19,0,0,19,383773,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383700/383773.png"
S Gopal,180,173,19,2,169,22,22,12,10,15,106.5088757,88,48.88888889,67,39.64497041,24,0,0,1358,1000,53,992,51,51,165.2,25.62264151,18.71698113,8.213709677,1,317,31.95564516,77,74,0,8,4,0,5,0,0,5,322275,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322275.png"
S Joseph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,0,27,1,1,4.3,0,0,11.33333333,0,9,33.33333333,4,2,0,3,0,0,0,0,0,0,,
S Kaul,20,36,1,0,36,9,9,3,6,6.666666667,55.55555556,4,20,23,63.88888889,7,0,0,1772,1238,63,1215,55,55,202.3,28.12698413,19.28571429,8.750617284,3,387,31.85185185,166,65,0,23,4,0,8,0,0,8,324220,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/324200/324220.png"
S Kaushik,0,1,0,0,1,1,1,1,0,0,0,0,0,1,100,0,0,0,304,210,6,205,10,10,34.1,50.66666667,34.16666667,8.897560976,0,68,33.17073171,25,14,0,5,3,0,0,0,0,0,,
S Ladda,0,10,0,0,9,2,2,1,1,0,0,0,0,9,100,0,0,0,225,141,5,139,9,9,23.1,45,27.8,9.712230216,0,48,34.5323741,12,17,0,2,2,0,1,0,2,3,,
S Lamichhane,0,1,0,0,1,1,1,1,0,0,0,0,0,1,100,0,0,0,297,211,14,210,9,9,35,21.21428571,15,8.485714286,0,75,35.71428571,21,17,0,1,3,0,1,0,0,1,330467,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/330400/330467.png"
S Midhun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0,12,1,1,2,0,0,14.5,0,3,25,2,2,0,1,0,0,1,0,0,1,,
S Nadeem,39,88,2,0,87,20,20,14,6,2.785714286,44.82758621,8,20.51282051,57,65.51724138,6,0,0,1800,1444,54,1419,70,70,236.3,33.33333333,26.27777778,7.610993658,2,453,31.92389006,114,73,0,25,3,0,11,0,4,15,322710,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322700/322710.png"
S Narwal,37,29,6,0,27,4,4,3,1,12.33333333,137.037037,24,64.86486486,10,37.03703704,23,0,0,203,113,6,106,6,6,17.4,33.83333333,17.66666667,11.49056604,0,37,34.90566038,17,13,0,7,4,0,1,0,1,2,,
S Rana,91,82,9,1,81,8,8,4,4,22.75,112.345679,42,46.15384615,32,39.50617284,19,0,0,18,16,0,16,3,3,2.4,0,0,6.75,0,5,31.25,2,0,0,0,0,0,3,0,0,3,,
S Randiv,2,4,0,0,4,1,1,1,0,2,50,0,0,3,75,2,0,0,223,180,8,174,8,8,29,27.875,21.75,7.689655172,0,60,34.48275862,20,5,0,6,2,0,2,0,1,3,322945,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322945.png"
S Sandeep Warrier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,176,8,170,10,10,28.2,32.125,21.25,9.070588235,0,72,42.35294118,25,14,0,6,3,0,1,0,0,1,359763,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/359700/359763.png"
S Sohal,368,311,34,18,292,20,20,18,2,20.44444444,126.0273973,244,66.30434783,139,47.60273973,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
S Sreesanth,34,57,6,0,55,12,12,3,9,11.33333333,61.81818182,24,70.58823529,41,74.54545455,15,0,0,1221,947,43,903,44,44,150.3,28.39534884,21,8.112956811,4,399,44.18604651,130,39,0,44,3,0,3,0,0,3,322270,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322270.png"
S Sriram,31,38,3,0,36,2,2,2,0,15.5,86.11111111,12,38.70967742,16,44.44444444,27,0,0,49,18,0,18,2,2,3,0,0,16.33333333,0,2,11.11111111,4,4,0,0,0,0,0,0,0,0,,
S Tyagi,3,4,0,0,4,1,1,0,1,0,75,0,0,1,25,3,0,0,304,220,6,212,14,14,35.2,50.66666667,35.33333333,8.603773585,0,93,43.86792453,34,12,0,8,2,0,3,0,0,3,,
S Vidyut,145,115,21,3,109,8,8,8,0,18.125,133.0275229,102,70.34482759,49,44.95412844,54,1,0,22,13,1,12,1,1,2,22,12,11,0,5,41.66666667,1,2,0,1,1,0,1,0,0,1,,
SA Abbott,22,18,1,2,18,3,3,2,1,11,122.2222222,16,72.72727273,10,55.55555556,14,0,0,104,59,1,54,3,3,9,104,54,11.55555556,0,13,24.07407407,13,3,0,5,1,0,0,0,0,0,321601,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321600/321601.png"
SA Asnodkar,423,352,56,10,339,19,19,18,1,23.5,124.7787611,284,67.13947991,151,44.54277286,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,,
SA Yadav,3594,2522,385,130,2474,135,135,108,27,33.27777778,145.2708165,2320,64.55203116,852,34.43815683,103,24,2,8,6,0,6,1,1,1,0,0,8,0,2,33.33333333,1,0,0,0,0,0,68,0,2,70,,
SB Bangar,49,58,1,3,58,7,7,6,1,8.166666667,84.48275862,22,44.89795918,28,48.27586207,17,0,0,221,153,6,150,9,9,25,36.83333333,25,8.84,0,55,36.66666667,24,7,0,3,2,0,2,0,2,4,,
SB Dubey,33,21,3,2,19,3,3,2,1,16.5,173.6842105,24,72.72727273,5,26.31578947,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SB Jakati,28,30,3,0,29,5,5,1,4,28,96.55172414,12,42.85714286,11,37.93103448,13,0,0,1474,1101,50,1087,57,57,181.1,29.48,21.74,8.136154554,1,337,31.00275989,97,60,0,14,4,0,19,0,2,21,,
SB Joshi,6,16,0,0,14,2,2,2,0,3,42.85714286,0,0,8,57.14285714,3,0,0,82,55,1,55,4,4,9.1,82,55,8.945454545,0,18,32.72727273,6,5,0,0,1,0,0,0,0,0,,
SB Styris,131,134,10,3,133,10,10,7,3,18.71428571,98.4962406,58,44.27480916,52,39.09774436,36,0,0,278,222,9,216,11,11,36,30.88888889,24,7.722222222,0,83,38.42592593,19,14,0,6,3,0,2,0,1,3,319798,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319798.png"
SB Wagh,2,3,0,0,3,2,2,2,0,1,66.66666667,0,0,2,66.66666667,2,0,0,147,108,5,102,8,8,17,29.4,20.4,8.647058824,0,45,44.11764706,21,2,0,6,3,0,1,0,1,2,,
SC Ganguly,1349,1326,137,42,1263,56,56,52,4,25.94230769,106.8091845,800,59.30318755,599,47.42676168,91,7,0,370,280,12,277,20,20,46.1,30.83333333,23.08333333,8.014440433,0,75,27.07581227,25,14,0,3,3,1,22,0,1,23,319951,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319951.png"
SC Kuggeleijn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,50,2,48,2,2,8,35.5,24,8.875,0,17,35.41666667,6,3,0,2,2,0,0,0,0,0,321308,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321300/321308.png"
SD Chitnis,99,92,10,2,89,8,8,7,1,14.14285714,111.2359551,52,52.52525253,35,39.3258427,38,0,0,62,38,2,36,2,2,6,31,18,10.33333333,0,9,25,4,3,0,2,2,0,2,0,0,2,,
SD Hope,183,125,12,12,122,9,9,7,2,26.14285714,150,120,65.57377049,45,36.8852459,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,7,320122,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320100/320122.png"
SD Lad,15,13,1,1,13,1,1,1,0,15,115.3846154,10,66.66666667,8,61.53846154,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SE Bond,1,2,0,0,2,1,1,1,0,1,50,0,0,1,50,1,0,0,225,191,9,186,8,8,31,25,20.66666667,7.258064516,1,75,40.32258065,27,3,0,5,2,0,0,0,0,0,319802,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319802.png"
SE Marsh,2489,1913,269,78,1871,69,69,61,8,40.80327869,133.030465,1544,62.03294496,694,37.09246392,115,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,29,316503,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316503.png"
SE Rutherford,106,107,3,8,104,9,9,7,2,15.14285714,101.9230769,60,56.60377358,51,49.03846154,28,0,0,60,46,1,41,6,6,6.5,60,41,8.780487805,0,7,17.07317073,4,1,0,5,1,0,5,0,0,5,322173,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322100/322173.png"
SH Johnson,6,7,1,0,7,3,3,0,3,0,85.71428571,4,66.66666667,4,57.14285714,5,0,0,155,99,4,96,5,5,16,38.75,24,9.6875,0,34,35.41666667,16,7,0,3,2,0,1,0,0,1,,
SJ Srivastava,5,5,0,0,5,4,4,1,3,5,100,0,0,1,20,3,0,0,444,306,15,283,14,14,47.1,29.6,18.86666667,9.413427562,0,103,36.39575972,50,13,0,23,2,0,2,0,0,2,,
SK Raina,5536,4177,506,204,4046,200,200,162,38,34.17283951,136.8264953,3248,58.67052023,1345,33.24270885,100,39,1,1139,930,30,908,69,69,151.2,37.96666667,30.26666667,7.526431718,2,280,30.83700441,71,44,0,22,2,0,106,0,13,119,316523,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316523.png"
SK Rasheed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
SK Trivedi,42,61,3,1,59,14,14,7,7,6,71.18644068,18,42.85714286,35,59.3220339,9,0,0,1944,1557,73,1515,75,75,252.3,26.63013699,20.75342466,7.699009901,2,492,32.47524752,154,51,0,42,4,0,12,0,3,15,,
SK Warne,198,219,14,6,214,27,27,17,10,11.64705882,92.52336449,92,46.46464646,100,46.72897196,34,0,0,1465,1223,60,1194,54,54,199,24.41666667,19.9,7.361809045,1,426,35.67839196,91,56,0,29,4,0,11,0,2,13,319712,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319712.png"
SL Malinga,88,103,6,5,99,20,20,11,9,8,88.88888889,54,61.36363636,55,55.55555556,17,0,0,3486,2974,188,2846,122,122,474.2,18.54255319,15.13829787,7.349262122,8,1144,40.19676739,314,86,0,128,5,0,15,0,6,21,,
SM Boland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43,3,42,2,2,7,18.66666667,14,8,0,14,33.33333333,6,1,0,1,3,1,0,0,0,0,321592,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321592.png"
SM Curran,883,673,74,37,647,48,48,35,13,25.22857143,136.4760433,518,58.66364666,225,34.77588872,63,5,0,1924,1234,62,1188,58,58,198,31.03225806,19.16129032,9.717171717,1,378,31.81818182,186,81,0,46,4,0,21,0,0,21,383153,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383153.png"
SM Harwood,9,14,0,0,14,2,2,0,2,0,64.28571429,0,0,7,50,6,0,0,74,67,3,60,3,3,10,24.66666667,20,7.4,0,33,55,6,2,0,7,2,0,2,0,0,2,,
SM Katich,241,191,26,8,186,11,11,9,2,26.77777778,129.5698925,152,63.07053942,80,43.01075269,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,319713,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319713.png"
SM Pollock,147,116,12,8,111,8,8,8,0,18.375,132.4324324,96,65.30612245,42,37.83783784,33,0,0,307,280,13,276,13,13,46,23.61538462,21.23076923,6.673913043,1,130,47.10144928,30,9,0,4,4,0,2,0,0,2,320388,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320300/320388.png"
SMSM Senanayake,10,17,0,0,17,4,4,1,3,10,58.82352941,0,0,8,47.05882353,7,0,0,211,195,9,192,8,8,32,23.44444444,21.33333333,6.59375,1,73,38.02083333,17,5,0,3,2,0,2,0,0,2,316614,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316614.png"
SN Khan,585,456,63,14,448,36,36,26,10,22.5,130.5803571,336,57.43589744,153,34.15178571,67,1,0,6,2,0,2,1,1,0.2,0,0,18,0,0,0,1,0,0,0,0,0,10,0,2,12,339159,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339159.png"
SN Thakur,307,228,27,13,221,35,35,23,12,13.34782609,138.9140271,186,60.58631922,77,34.84162896,68,1,0,2908,1979,100,1876,92,92,312.4,29.08,18.76,9.300639659,2,639,34.06183369,274,112,0,103,4,0,29,0,2,31,322696,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322696.png"
SO Hetmyer,1243,854,76,82,812,65,65,39,26,31.87179487,153.0788177,796,64.03861625,273,33.62068966,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,33,320116,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320100/320116.png"
SP Fleming,196,171,27,3,165,10,10,9,1,21.77777778,118.7878788,126,64.28571429,80,48.48484848,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,319807,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319807.png"
SP Goswami,293,307,32,3,295,21,21,19,2,15.42105263,99.3220339,146,49.82935154,132,44.74576271,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,3,28,,
SP Jackson,61,57,5,1,57,8,8,6,2,10.16666667,107.0175439,26,42.62295082,20,35.0877193,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,10,341037,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341037.png"
SP Narine,1534,984,164,97,925,106,106,84,22,18.26190476,165.8378378,1238,80.70404172,411,44.43243243,109,7,1,4672,4146,200,4085,175,175,680.5,23.36,20.425,6.862178703,4,1569,38.40881273,306,166,0,61,5,0,24,0,2,26,320119,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320100/320119.png"
SPD Smith,2495,1999,226,60,1945,93,93,70,23,35.64285714,128.277635,1264,50.66132265,606,31.15681234,101,11,1,5,2,0,2,1,1,0.2,0,0,15,0,0,0,1,0,0,0,0,0,54,0,10,64,385794,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/385700/385794.png"
SR Tendulkar,2334,2044,296,29,1948,78,78,67,11,34.8358209,119.8151951,1358,58.18337618,778,39.93839836,100,13,1,59,37,0,36,4,4,6,0,0,9.833333333,0,4,11.11111111,6,1,0,1,0,0,23,0,3,26,316486,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.png"
SR Watson,3880,2892,377,190,2813,141,141,123,18,31.54471545,137.9310345,2648,68.24742268,1169,41.55705652,117,21,4,2742,2137,107,2042,105,105,340.2,25.62616822,19.08411215,8.056807052,2,803,39.32419197,293,74,0,95,4,0,38,0,6,44,316502,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316502.png"
SS Agarwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,1,24,1,1,4,42,24,10.5,0,7,29.16666667,3,3,0,0,1,0,0,0,0,0,,
SS Cottrell,0,2,0,0,2,1,1,1,0,0,0,0,0,2,100,0,0,0,177,131,6,120,6,6,20,29.5,20,8.85,1,58,48.33333333,19,8,0,11,2,0,0,0,0,0,316693,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316693.png"
SS Iyer,3131,2545,272,113,2455,114,114,96,18,32.61458333,127.5356415,1766,56.40370489,868,35.35641548,96,21,0,7,6,0,6,1,1,1,0,0,7,0,4,66.66666667,0,1,0,0,0,0,49,0,8,57,323035,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323035.png"
SS Mundhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,6,1,1,1,6,6,6,0,4,66.66666667,1,0,0,1,1,0,0,0,0,0,,
SS Prabhudessai,126,113,11,4,106,10,10,9,1,14,118.8679245,68,53.96825397,49,46.22641509,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,13,359758,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/359700/359758.png"
SS Sarkar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,1,25,2,2,4.1,34,25,8.16,0,4,16,4,0,0,0,1,0,0,0,0,0,,
SS Shaikh,6,7,1,0,7,1,1,0,1,0,85.71428571,4,66.66666667,4,57.14285714,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
SS Tiwary,1494,1291,111,50,1244,73,73,49,24,30.48979592,120.096463,744,49.79919679,432,34.7266881,61,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,29,322271,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322271.png"
SSB Magala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,37,1,36,2,2,6,52,36,8.666666667,0,5,13.88888889,5,0,0,1,1,0,1,0,0,1,324217,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/324200/324217.png"
ST Jayasuriya,768,573,84,39,532,30,30,28,2,27.42857143,144.3609023,570,74.21875,251,47.18045113,114,4,1,396,301,16,294,21,21,49,24.75,18.375,8.081632653,1,83,28.23129252,22,16,0,7,4,0,4,0,2,6,319886,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319800/319886.png"
STR Binny,880,700,66,35,683,66,66,43,23,20.46511628,128.8433382,474,53.86363636,251,36.74963397,48,0,0,763,611,28,595,63,63,99.1,27.25,21.25,7.694117647,0,199,33.44537815,76,14,0,16,3,0,19,0,4,23,316514,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316514.png"
SV Samson,4419,3270,352,206,3180,162,162,139,23,31.79136691,138.9622642,2644,59.8325413,1094,34.40251572,119,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,16,17,115,322701,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322700/322701.png"
SW Billings,503,399,40,20,388,27,27,26,1,19.34615385,129.6391753,280,55.66600398,141,36.34020619,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,21,322932,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322932.png"
SW Tait,23,26,1,1,26,5,5,3,2,7.666666667,88.46153846,10,43.47826087,11,42.30769231,11,0,0,668,534,26,482,21,21,80.2,25.69230769,18.53846154,8.315352697,1,200,41.49377593,71,12,0,52,4,0,5,0,1,6,321590,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321590.png"
SZ Mulani,1,1,0,0,1,1,1,0,1,0,100,0,0,0,0,1,0,0,57,33,0,30,2,2,5,0,0,11.4,0,7,23.33333333,2,4,0,3,0,0,0,0,0,0,381390,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/381300/381390.png"
Sachin Baby,144,123,11,5,118,11,11,9,2,16,122.0338983,74,51.38888889,45,38.13559322,33,0,0,8,10,3,10,2,2,1.4,2.666666667,3.333333333,4.8,0,5,50,1,0,0,0,2,0,5,0,1,6,,
Salman Butt,193,172,30,2,161,7,7,7,0,27.57142857,119.8757764,132,68.39378238,75,46.58385093,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,320465,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320400/320465.png"
Sameer Rizvi,51,43,4,2,43,5,5,4,1,12.75,118.6046512,28,54.90196078,19,44.18604651,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,,
Sandeep Sharma,54,73,4,0,70,25,25,5,20,10.8,77.14285714,16,29.62962963,30,42.85714286,9,0,0,3758,2925,153,2834,126,126,472.2,24.5620915,18.52287582,7.956245589,6,1122,39.59068454,366,128,0,91,5,0,17,0,1,18,,
Sanvir Singh,25,22,2,1,21,5,5,2,3,12.5,119.047619,14,56,8,38.0952381,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,,
Saurav Chauhan,18,16,1,1,15,3,3,3,0,6,120,10,55.55555556,6,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shahbaz Ahmed,536,467,28,25,440,37,37,27,10,19.85185185,121.8181818,262,48.88059701,155,35.22727273,59,1,0,850,549,21,539,42,42,89.5,40.47619048,25.66666667,9.461966605,0,142,26.34508349,53,48,0,10,3,0,20,0,2,22,,
Shahid Afridi,81,46,7,6,46,9,9,8,1,10.125,176.0869565,64,79.01234568,20,43.47826087,33,0,0,237,185,9,181,10,10,30.1,26.33333333,20.11111111,7.856353591,0,57,31.49171271,19,7,0,4,3,0,4,0,0,4,316487,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316487.png"
Shakib Al Hasan,795,665,73,21,639,52,52,39,13,20.38461538,124.4131455,418,52.57861635,213,33.33333333,66,2,0,1864,1515,71,1484,70,70,247.2,26.25352113,20.90140845,7.53638814,1,504,33.96226415,120,78,0,31,3,0,13,0,5,18,316581,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316581.png"
Shashank Singh,423,272,33,25,262,19,19,11,8,38.45454545,161.4503817,282,66.66666667,79,30.15267176,68,2,0,25,19,1,18,3,3,3,25,18,8.333333333,0,2,11.11111111,2,0,0,1,1,0,10,0,1,11,,
Shivam Mavi,51,58,4,2,56,11,11,9,2,5.666666667,91.07142857,28,54.90196078,30,53.57142857,20,0,0,958,687,33,655,32,32,109.1,29.03030303,19.84848485,8.775572519,3,254,38.77862595,92,38,0,32,4,0,17,0,0,17,341042,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341042.png"
Shivam Sharma,5,3,1,0,3,2,2,1,1,5,166.6666667,4,80,1,33.33333333,4,0,0,165,114,4,114,5,5,19,41.25,28.5,8.684210526,0,37,32.45614035,9,10,0,0,2,0,1,0,0,1,,
Shivam Singh,2,3,0,0,3,1,1,0,1,0,66.66666667,0,0,1,33.33333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
Shoaib Ahmed,1,6,0,0,6,3,3,2,1,0.5,16.66666667,0,0,5,83.33333333,1,0,0,154,103,5,102,7,7,17,30.8,20.4,9.058823529,0,33,32.35294118,14,7,0,1,2,0,4,0,0,4,,
